,Unnamed: 0,Course Name,Course Number,Student ID,Grade,Certificate Eligible,Certificate Delivered,Pass,Attempt,learner cluster,c_length,Evaluate,Learner Type
82,82,General Physics I,ku002,129726,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
83,83,General Physics I,ku002,40625,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
84,84,General Physics I,ku002,151313,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
85,85,General Physics I,ku002,134989,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
86,86,General Physics I,ku002,92973,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
87,87,General Physics I,ku002,151440,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
88,88,General Physics I,ku002,151488,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
89,89,General Physics I,ku002,79976,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
90,90,General Physics I,ku002,4796,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
91,91,General Physics I,ku002,151566,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
92,92,General Physics I,ku002,151779,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
93,93,General Physics I,ku002,151623,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
94,94,General Physics I,ku002,151841,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
95,95,General Physics I,ku002,152024,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
96,96,General Physics I,ku002,152027,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
97,97,General Physics I,ku002,152282,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
98,98,General Physics I,ku002,152315,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
99,99,General Physics I,ku002,152618,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
100,100,General Physics I,ku002,152612,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
101,101,General Physics I,ku002,152615,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
102,102,General Physics I,ku002,152676,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
103,103,General Physics I,ku002,152976,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
104,104,General Physics I,ku002,152981,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
105,105,General Physics I,ku002,153040,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
106,106,General Physics I,ku002,153088,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
107,107,General Physics I,ku002,153106,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
108,108,General Physics I,ku002,153152,0.16,0,0,0,0.27,2,Long,0: Not Pass,2: Targeting
109,109,General Physics I,ku002,153169,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
110,110,General Physics I,ku002,153230,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
111,111,General Physics I,ku002,107018,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
112,112,General Physics I,ku002,153254,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
113,113,General Physics I,ku002,153467,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
114,114,General Physics I,ku002,132678,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
115,115,General Physics I,ku002,152316,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
116,116,General Physics I,ku002,154312,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
117,117,General Physics I,ku002,154367,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
118,118,General Physics I,ku002,122929,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
119,119,General Physics I,ku002,154741,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
120,120,General Physics I,ku002,155193,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
121,121,General Physics I,ku002,155214,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
122,122,General Physics I,ku002,155446,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
123,123,General Physics I,ku002,92031,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
124,124,General Physics I,ku002,156026,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
125,125,General Physics I,ku002,12969,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
126,126,General Physics I,ku002,156514,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
127,127,General Physics I,ku002,131892,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
128,128,General Physics I,ku002,156598,0.07,0,0,0,0.13,0,Long,0: Not Pass,0: Sampling
129,129,General Physics I,ku002,156681,0.0,0,0,0,0.0,0,Long,0: Not Pass,0: Sampling
